EndDate,DemGen,quota_age,Residency,GenSocTrust,Trustingroups_1,Trustingroups_2,Trustingroups_3,Trustingroups_4,Trustingroups_5,Trustingroups_6,Trustingroups_7,Trustingroups_8,Trustingroups_9,Trustingroups_10,Trustingroups_11,Trustingroups_12,Trustingroups_13,COVIDexp,COVIDeffect_1,COVIDeffect_2,COVIDeffect_3,COVIDeffect_4,SARS,CultCog_1,CultCog_2,CultCog_3,CultCog_4,CultCog_5,CultCog_6,prosocial,CanadaQ_1,CanadaQ_2,CanadaQ_3,FinitePool_1,FinitePool_2,FinitePool_3,FinitePool_4,FinitePool_5,FinitePool_6,FinitePool_7,FinitePool_8,Longitude_1,Longitude_2,Longitude_3,Personal_1,Personal_2,Personal_3,Personal_4,Personal_5,Personal_6,Personal_7,Personal_8,Friends_1,Friends_2,Friends_3,Friends_4,Friends_5,Friends_6,Friends_7,Friends_8,MediaExp_1,MediaExp_2,MediaExp_3,MediaExp_4,MediaExp_5,MediaExp_6,MediaExp_7,PosterstrustQ1,SocialmediatrustQ1,journalisttrustQ1,govtrustQ1,workplacetrustQ1,FriendstrustQ1,WHOtrustQ1,Soughtinfo,prep,Govresponse_1,Govresponse_2,Govresponse_3,Govresponse_4,Govresponse_5,Govresponse_6,Govresponse_7,Govresponse_8,Govresponse_9,Govrestrict_1,Govrestrict_2,Govrestrict_3,Sciunderstand,KnowledgeCert_1,KnowledgeCert_2,Vaccine_1,Vaccine_2,Num1,Num2a,Num2b,Num3,NumeracyQ1,DemAge,DemEdu,DemHealthcare,Ethnic min,Politics
2020-03-19T19:34:18Z,1,1,UK,1,5,3,2,3,3,3,4,3,2,1,1,2,4,8,7,7,7,1,2,2,6,1,3,6,6,7,5,4,2,7,7,1,1,7,4,6,6,5,3,1,5,7,2,7,3,2,1,5,5,7,2,7,2,7,1,6,1,1,1,1,1,1,1,2,1,1,5,6,3,7,1,"1,2,3,4,5,6,7,9,11",2,1,5,5,7,2,4,1,5,1,1,1,3,5,7,1,1,25,,23,2,1,20,3,2,1,4
2020-03-19T19:46:05Z,1,2,UK,5,5,4,4,5,3,4,5,5,1,3,1,5,4,8,2,3,2,3,2,2,5,3,3,4,4,6,5,4,1,6,7,5,1,7,5,4,3,6,4,2,2,5,6,3,2,3,2,7,2,5,7,2,7,2,1,7,2,1,1,1,1,1,1,,3,5,2,4,3,6,1,"1,2,4,5,6,10,11",5,1,5,7,7,1,6,5,3,1,2,8,3,5,7,1,1,25,,20,,1,29,4,2,2,3
2020-03-19T19:46:33Z,1,4,UK,1,4,2,1,1,1,1,1,1,1,1,1,1,1,8,1,1,2,1,2,1,5,1,1,4,4,7,2,3,1,5,5,5,7,7,7,4,5,2,1,1,7,7,1,7,7,4,7,7,7,7,1,7,4,4,7,7,1,1,1,1,1,1,1,1,4,3,3,1,2,2,1,"1,2,11",3,1,1,2,3,1,1,1,1,1,1,1,1,7,7,2,2,4,30,,,1,51,3,2,2,2
2020-03-19T19:54:53Z,1,1,UK,1,5,2,4,4,2,2,5,4,4,1,3,5,5,8,1,5,4,1,2,1,6,1,1,5,6,7,5,5,1,6,7,4,3,6,4,6,4,3,1,1,4,5,1,4,4,3,2,7,2,5,2,4,2,3,1,7,1,1,1,1,1,1,1,7,2,4,7,5,6,5,1,"1,2,4,5,6,8,9,11",5,7,6,7,6,7,5,7,6,1,1,1,2,2,6,1,1,25,,30,10,1,23,3,2,2,6
2020-03-19T19:55:12Z,2,1,UK,4,4,4,4,3,2,4,5,4,3,2,3,4,3,8,1,6,2,1,2,1,5,2,2,3,5,3,4,2,1,6,7,4,2,4,4,5,4,5,3,2,1,3,5,2,3,1,1,4,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,5,2,3,7,5,2,7,1,"1,2,4,5,6,11",6,4,4,3,3,1,4,2,3,1,2,5,5,3,7,2,1,20,25,,,1,19,3,2,1,3
2020-03-19T19:56:26Z,1,3,UK,3,5,3,4,3,3,3,5,5,2,3,3,4,3,8,1,2,2,1,2,3,4,3,3,4,3,5,5,5,1,7,7,4,2,7,4,4,4,4,2,1,6,6,3,6,6,3,3,6,6,6,4,6,5,3,5,6,1,1,1,1,1,1,1,6,5,4,6,5,3,6,1,"1,4,5,6,7,8,9,10,11",3,3,5,5,5,2,5,4,4,2,5,6,4,4,4,1,1,20,15,,,1,36,4,2,2,3
2020-03-19T19:56:30Z,2,1,UK,3,5,2,2,3,3,3,2,3,3,5,1,2,3,2,4,5,3,3,2,3,1,3,1,2,2,5,3,2,1,3,3,3,3,3,4,3,3,5,4,4,3,3,2,4,4,4,4,3,5,4,3,5,4,3,4,4,2,2,1,1,1,1,1,,,4,3,3,3,6,1,"1,5,7,9,10,11",4,4,4,4,4,6,6,4,4,5,3,3,4,4,2,1,1,10,30,,,1,21,9,2,2,4
2020-03-19T19:57:12Z,1,2,UK,4,5,3,5,2,1,1,5,3,1,1,2,3,4,8,4,4,1,1,2,6,4,6,6,2,1,4,5,2,2,2,5,2,5,3,4,2,6,4,1,1,4,4,1,4,1,1,1,1,5,7,1,5,1,1,1,3,2,1,1,1,1,1,1,,4,4,5,7,5,7,1,"1,2,4,5,6,8,9,11",5,3,5,4,6,5,5,6,6,1,1,1,5,4,4,1,1,75,25,,,1,30,3,2,2,4
2020-03-19T19:57:13Z,1,2,UK,3,3,2,4,3,2,2,3,5,1,2,3,4,2,3,4,5,6,1,2,3,6,3,3,5,6,4,5,1,2,2,7,1,3,7,4,4,7,1,1,1,4,6,4,4,4,3,3,3,4,6,4,4,3,4,3,1,2,1,1,1,1,1,2,,5,4,5,5,4,,1,"1,2,4,7",2,4,3,2,4,4,6,4,5,1,3,4,2,5,3,1,1,10,9,,,1,30,4,2,1,3
2020-03-19T19:57:25Z,1,3,UK,4,5,3,3,3,2,2,4,3,3,3,3,3,3,8,6,7,6,1,2,2,6,1,2,5,5,7,5,2,1,2,5,2,2,3,5,2,5,3,1,1,2,5,2,2,2,2,2,3,2,3,1,1,1,1,1,3,1,1,1,1,1,1,1,3,2,4,5,7,3,7,1,"1,4,5,6,7,8,10",7,6,6,6,7,6,6,5,6,1,6,5,6,6,2,1,1,75,12,,,1,41,5,2,2,4
2020-03-19T19:57:53Z,1,1,UK,4,5,5,5,5,3,5,5,5,5,5,4,5,5,8,1,7,7,1,2,1,6,1,1,6,5,7,5,5,1,1,7,1,1,4,1,1,6,4,1,1,7,7,7,7,7,7,1,7,7,7,7,7,7,7,1,7,2,1,1,1,1,1,1,,1,6,7,7,5,7,1,"2,5,11",1,1,7,7,7,1,1,1,1,1,1,1,4,3,7,2,1,10,25,,,1,21,4,2,2,2
2020-03-19T19:57:55Z,2,2,UK,2,5,3,3,3,1,3,5,4,1,2,1,4,1,3,4,7,7,1,2,2,6,6,2,6,6,7,3,5,1,5,5,6,1,1,2,5,3,5,3,1,2,4,2,4,5,1,1,5,4,5,5,4,3,2,3,5,2,1,1,1,1,1,1,,1,5,1,5,4,6,1,"1,2,4,5,6,9,10,11",1,1,5,5,5,1,4,4,3,1,1,1,2,6,6,1,1,30,25,,,1,30,5,2,2,4
2020-03-19T19:58:41Z,1,2,UK,1,4,4,3,3,3,2,3,3,2,1,2,4,2,8,1,4,4,1,2,4,4,4,3,3,4,6,5,4,1,6,7,6,6,6,6,6,7,7,5,2,6,5,6,5,5,5,5,7,5,5,5,6,5,5,5,7,1,1,1,1,1,1,1,4,4,4,4,4,4,4,1,"1,2,4,5,6,7,9,11",6,7,7,6,6,6,6,5,5,1,1,1,7,2,2,1,1,15,5,,,1,28,3,2,2,4
2020-03-19T19:58:47Z,1,3,UK,7,5,4,5,4,4,4,4,4,3,3,3,4,3,8,7,7,6,4,2,2,4,3,2,5,4,6,4,3,1,5,6,3,1,6,2,4,1,3,1,1,1,7,1,2,1,1,1,5,1,7,2,1,1,1,1,7,1,1,1,1,1,1,1,,5,6,6,6,6,7,1,"1,2,4,5,6,7,8,9,10,11",5,4,6,6,6,2,7,7,6,1,1,1,4,4,4,1,1,10,10,,,1,40,5,2,2,2
2020-03-19T19:59:15Z,1,4,UK,5,5,5,4,4,3,4,5,5,2,2,2,5,4,2,3,3,3,5,2,1,6,1,1,6,6,7,5,5,1,7,7,4,1,3,3,7,3,2,2,1,2,2,3,4,2,3,2,7,3,5,6,4,4,3,2,7,2,1,1,1,1,1,1,,4,6,6,6,5,7,1,"1,4,5,6,8,9,10,11",6,5,6,6,7,4,7,5,5,2,2,2,6,3,5,1,1,30,20,,,1,46,5,2,2,1
2020-03-19T19:59:20Z,2,5,UK,4,5,4,4,4,3,4,4,4,3,2,3,4,3,3,1,1,1,1,2,3,5,2,2,4,4,5,5,4,2,5,7,3,3,1,5,5,4,5,3,1,3,3,2,3,3,3,1,6,3,3,3,3,3,3,2,6,2,2,1,1,1,1,1,,,6,6,6,6,6,1,"1,4,5,6,7",6,5,6,5,6,5,5,5,5,2,5,5,4,3,5,1,1,20,25,,,1,55,4,2,2,5
2020-03-19T19:59:20Z,2,2,UK,4,3,3,4,3,2,3,5,4,3,2,2,5,4,8,5,5,2,1,2,4,4,3,3,4,4,4,4,4,2,3,5,3,3,5,3,3,4,5,1,1,2,4,2,3,3,2,2,6,3,2,3,2,2,3,3,6,1,1,1,1,2,1,2,5,3,5,5,,3,,1,1,5,5,4,4,5,5,4,5,5,3,6,8,5,3,5,2,1,25,,20,,1,25,5,2,2,4
2020-03-19T19:59:21Z,2,2,UK,5,4,2,1,3,1,1,4,5,1,1,1,4,3,8,1,1,1,1,2,5,4,2,5,3,1,5,4,2,4,2,4,2,3,2,2,2,2,2,1,1,1,2,1,1,2,1,1,3,1,1,1,1,1,1,1,3,2,1,1,1,2,1,1,,5,6,5,,6,5,1,"1,2,8,11",4,2,5,5,5,2,3,2,3,2,5,4,4,5,3,2,2,40,15,,,1,31,3,2,2,4
2020-03-19T19:59:26Z,2,1,UK,2,4,4,4,2,2,3,5,5,2,2,4,5,3,3,2,7,6,5,2,3,6,1,2,5,4,5,4,4,2,6,6,5,5,3,4,5,5,5,2,1,2,2,5,3,1,1,2,6,2,5,3,4,4,1,1,5,2,1,1,1,1,1,1,,2,5,7,6,3,7,1,"1,2,4,10",6,5,7,7,7,5,5,5,6,5,6,3,5,3,6,1,1,25,,23,10,1,20,3,2,1,5
2020-03-19T19:59:27Z,1,1,UK,6,5,4,5,4,3,4,5,5,2,1,2,5,4,8,6,5,5,1,2,5,4,2,4,5,4,6,5,4,1,7,6,2,1,6,5,5,5,2,2,1,5,5,4,4,5,4,4,6,1,6,5,3,3,5,1,6,1,1,1,1,1,1,1,6,1,2,,5,4,6,1,"1,2,4,5,6,7,8,9,10,11",6,5,7,7,7,6,7,7,6,1,2,3,6,2,3,2,1,33,3,,,1,22,5,2,2,4
2020-03-19T19:59:44Z,1,1,UK,3,5,2,2,3,1,4,4,5,1,2,2,5,2,8,1,1,5,1,2,3,6,2,4,3,3,5,5,3,1,7,6,1,1,2,2,6,2,5,2,1,2,2,2,2,2,2,2,5,1,1,1,1,1,1,1,5,2,1,1,1,2,1,2,,4,5,7,,6,,1,"1,2,4,5,7,8,9,11",7,2,5,7,7,1,6,1,3,1,1,1,2,6,7,1,1,10,30,,,1,21,4,2,2,2
2020-03-19T19:59:47Z,1,2,UK,7,5,4,4,3,3,4,4,5,2,2,2,4,4,3,1,4,7,1,2,3,6,2,3,5,5,5,5,5,1,5,7,3,1,2,3,3,5,5,3,1,4,3,2,5,2,2,2,7,5,5,1,5,2,2,1,7,2,1,1,1,1,1,1,,3,2,7,6,5,7,1,"1,2,4,5,6,7,8,9,11",4,6,7,4,7,5,6,7,6,1,5,5,4,3,4,1,1,10,30,,,1,33,4,2,2,3
2020-03-19T19:59:59Z,2,2,UK,5,4,3,4,3,3,4,2,4,1,2,1,5,2,8,5,4,4,5,2,4,3,2,2,3,2,5,4,4,1,7,5,7,3,5,1,5,4,1,1,1,5,3,4,4,3,5,4,4,5,3,4,5,5,3,3,3,1,1,1,1,1,1,1,2,2,1,1,2,3,5,1,"1,4,5,6,8,9,10",6,1,2,7,5,1,7,5,3,5,3,5,6,3,6,1,1,20,5,,,1,26,4,2,2,2
2020-03-19T20:00:08Z,1,1,UK,5,3,2,3,4,3,3,2,4,5,2,4,4,2,8,6,5,5,3,2,5,4,4,2,3,5,6,5,4,2,5,5,4,4,2,3,4,3,4,5,5,5,2,6,4,3,5,4,6,4,5,4,4,5,6,3,5,1,1,1,2,2,2,1,6,,3,,,,4,2,"2,3,4",4,6,4,3,5,4,5,5,3,4,6,6,5,3,4,1,1,20,33,,,2,21,3,2,2,2
2020-03-19T20:00:20Z,2,1,UK,5,5,4,4,5,3,3,5,5,2,3,2,5,4,8,1,1,5,1,2,2,4,2,2,3,2,4,4,4,2,5,6,4,3,3,4,5,5,6,6,4,1,2,1,1,1,1,1,5,1,2,1,1,1,1,1,5,1,1,1,1,1,1,1,6,4,4,4,7,6,7,1,"1,2,6,7",4,5,7,6,7,6,6,4,5,1,1,1,7,1,1,1,1,10,30,,,1,20,4,2,2,4
2020-03-19T20:00:24Z,2,1,UK,4,4,3,4,4,2,3,4,5,3,2,3,5,3,8,1,3,5,1,2,2,5,2,2,2,6,5,5,2,1,1,5,1,1,4,3,1,2,4,2,1,2,3,1,2,4,1,1,5,3,7,1,2,2,1,1,5,1,1,1,1,1,1,1,6,5,3,7,5,4,7,2,"1,7",7,7,7,6,6,6,5,5,5,3,4,4,4,4,6,1,1,35,20,,,1,19,3,2,4,4
2020-03-19T20:00:28Z,1,4,UK,5,5,3,4,3,3,3,5,4,3,2,4,4,3,8,1,7,5,1,2,2,4,3,2,3,4,4,5,4,1,3,7,4,4,6,5,3,5,4,2,2,2,5,3,3,3,2,2,6,3,6,2,4,3,3,2,6,2,1,1,1,1,1,1,,1,2,7,7,4,7,1,"1,2,4,11",6,6,7,4,7,6,6,6,6,4,4,4,3,3,3,2,1,10,50,,,2,45,3,2,2,5
2020-03-19T20:00:31Z,2,1,UK,3,5,3,5,3,2,3,5,5,2,3,2,5,3,8,2,5,1,1,2,5,6,5,6,2,1,7,4,5,1,4,6,2,1,3,6,6,6,3,1,1,1,4,1,1,1,1,1,7,2,7,2,7,1,1,1,7,1,1,1,1,1,1,1,3,4,5,5,5,6,7,1,"1,4,5,6,8,9,10",5,2,7,7,7,2,3,4,6,1,5,7,4,2,6,1,1,20,25,,,1,19,3,2,2,5
2020-03-19T20:00:58Z,2,2,UK,2,4,3,3,3,2,3,5,5,2,2,1,5,4,8,7,6,5,1,2,1,6,2,1,4,6,7,5,5,1,6,7,5,3,7,5,6,5,7,5,1,3,7,5,5,3,3,3,7,3,7,4,3,3,2,2,7,1,1,1,1,1,1,1,7,1,5,7,3,3,7,1,"1,2,3,4,5,6,7,8,9,10,11",1,1,2,2,3,1,7,2,1,1,1,1,2,7,7,1,1,25,,23,100,1,30,4,2,2,2
2020-03-19T20:01:04Z,1,5,UK,5,4,3,4,3,2,2,4,3,3,2,3,3,4,8,4,5,6,1,2,4,4,2,4,3,3,4,4,3,3,5,6,4,3,6,6,3,5,4,2,1,4,6,3,4,5,5,4,5,4,5,3,4,4,4,3,5,2,1,1,1,1,1,1,,4,4,5,5,6,6,1,"1,2,4,5,6,7,11",5,2,4,3,5,3,4,4,5,4,6,5,3,4,5,1,1,20,25,,,1,63,2,2,2,3
2020-03-19T20:01:22Z,2,2,UK,2,3,2,3,4,3,3,5,4,1,2,1,5,3,2,5,3,6,1,2,3,4,5,3,3,4,5,5,4,1,7,6,2,2,5,2,1,6,5,2,1,3,7,6,6,6,4,2,7,3,5,1,3,5,4,1,7,1,1,1,1,1,1,1,5,2,4,5,6,4,7,1,"1,4,5,6,7,8,9,10,11",5,2,5,6,7,1,3,2,6,1,4,8,2,5,7,1,1,25,,20,,1,26,4,2,1,3
2020-03-19T20:01:24Z,1,2,UK,4,4,2,3,2,1,1,5,5,2,2,3,4,3,8,1,1,1,1,2,2,6,1,1,5,5,5,5,4,4,2,7,3,3,7,7,2,5,7,4,3,6,4,1,3,4,4,5,6,4,6,4,4,4,3,5,7,1,1,1,1,1,1,1,7,6,6,7,7,6,6,2,"1,2,4,6,7,10,11",7,7,7,3,7,3,7,6,6,5,5,5,6,1,2,2,2,25,,25,56,1,31,4,2,2,6
2020-03-19T20:01:28Z,1,2,UK,5,5,4,3,4,2,3,4,3,3,2,2,4,3,8,1,6,4,1,2,3,4,2,4,5,3,5,4,4,1,5,6,3,2,6,4,3,5,6,2,1,1,4,4,4,3,1,1,6,3,6,1,4,3,3,1,6,1,1,1,1,1,1,1,6,4,3,6,7,4,7,1,"1,2,4,6,10,11",4,6,7,3,7,3,5,6,5,4,3,2,5,6,6,1,1,40,30,,,1,25,5,2,2,3
2020-03-19T20:01:31Z,1,3,UK,4,5,4,4,3,3,3,4,4,2,2,4,4,3,8,7,7,7,1,2,3,6,1,1,6,6,7,5,2,2,1,7,1,1,1,6,1,4,3,1,1,1,7,1,1,4,1,1,4,1,7,1,1,1,1,1,5,1,1,1,2,2,1,1,7,4,5,,,4,7,1,"1,2,4,5,6,10",6,6,6,4,7,6,6,6,6,2,8,8,6,4,5,1,1,25,,35,5,1,42,5,2,2,4
2020-03-19T20:01:31Z,1,2,UK,5,5,4,4,2,2,4,5,4,1,1,1,5,3,2,4,6,5,1,2,3,5,4,4,5,5,6,4,4,5,1,3,1,4,6,2,1,1,1,1,1,2,6,1,3,2,2,1,7,1,1,1,2,1,1,1,5,1,1,1,1,1,1,1,7,1,2,7,7,2,7,1,"1,2",1,2,1,6,7,2,1,1,6,1,8,8,5,5,6,2,2,40,30,,,1,31,4,2,2,2
2020-03-19T20:01:33Z,1,1,UK,1,2,2,2,2,2,2,2,2,2,2,2,2,2,8,7,7,7,1,2,4,3,4,2,4,4,5,5,3,3,3,3,4,4,4,4,4,4,4,2,1,2,2,2,2,2,2,2,2,2,2,3,3,3,3,2,2,2,1,2,1,2,1,2,,3,,3,,3,,1,"1,4,5,7,8,9",1,2,3,3,2,3,3,3,3,7,7,4,5,4,4,1,2,60,30,,,1,23,2,2,2,4
2020-03-19T20:01:34Z,2,6,UK,2,4,2,2,3,2,3,4,4,3,2,3,4,2,8,1,4,2,1,2,3,4,3,4,3,4,4,3,1,3,5,3,4,1,4,1,5,1,2,1,1,1,1,1,3,2,1,1,2,1,2,2,1,1,1,1,2,2,2,2,1,2,2,1,,,,4,,,5,1,"1,4,6,7,10",5,4,5,5,5,5,5,5,6,4,5,5,7,3,4,1,1,35,30,,,1,66,3,2,2,1
2020-03-19T20:01:41Z,2,2,UK,3,5,3,5,4,3,3,4,1,1,2,1,2,3,2,2,1,3,1,2,3,6,1,2,5,2,4,5,3,1,3,1,1,3,4,4,2,6,5,3,1,5,7,3,2,4,3,3,6,6,5,4,4,3,2,6,6,1,1,1,1,1,2,2,3,2,3,4,3,,,1,"1,2,4,5,6,9",2,6,3,2,5,3,6,3,3,3,7,2,3,3,5,1,1,30,5,,,1,27,3,2,2,4
2020-03-19T20:01:45Z,2,3,UK,4,5,3,4,2,2,2,5,4,4,3,4,4,3,8,1,1,2,2,2,3,5,2,2,4,6,5,4,4,1,3,4,4,5,5,2,3,5,4,1,1,4,6,3,5,4,3,4,5,4,3,6,3,4,5,3,6,1,1,1,1,1,1,1,5,4,4,4,6,6,6,1,"1,2,4,6,7,9",5,5,5,6,6,5,,5,6,7,7,7,6,1,2,1,1,13,5,,,1,38,1,2,2,4
2020-03-19T20:01:51Z,2,4,UK,5,4,3,4,3,3,3,4,4,3,3,4,4,3,8,1,1,1,1,2,2,5,1,1,5,5,5,4,3,2,7,5,4,5,4,6,6,3,3,2,1,2,3,4,2,2,3,2,4,2,3,4,2,2,2,2,4,1,2,1,1,1,1,1,5,,4,5,5,4,5,1,"1,5,6,7,10",5,5,5,5,5,5,5,5,5,3,6,6,3,5,5,1,1,10,25,,,1,48,4,2,1,4
2020-03-19T20:01:53Z,2,4,UK,6,5,4,4,4,4,4,5,5,4,4,4,5,5,8,3,2,3,2,2,1,6,2,2,5,5,6,5,4,2,7,6,4,3,3,4,5,4,6,4,3,4,4,4,4,4,4,4,6,3,3,2,3,3,3,3,5,1,1,1,1,1,1,1,6,5,6,6,6,4,7,1,"1,2,4,5,6,7,8,9,10,11",6,5,5,5,6,6,5,5,5,2,4,4,4,3,4,1,1,40,30,,,1,49,9,2,2,2
2020-03-19T20:01:53Z,1,3,UK,3,5,4,4,3,1,3,5,4,2,2,2,4,3,8,2,3,4,2,2,3,4,3,2,4,4,6,5,4,1,6,5,2,2,2,4,6,4,6,5,3,5,2,2,5,3,3,2,6,4,6,2,5,3,3,2,6,1,1,1,1,1,1,1,7,2,4,5,5,4,7,1,"1,2,4,5,6,7,8,9,10,11",5,4,6,6,7,4,5,4,5,2,3,4,4,5,5,1,1,25,,20,,1,41,5,2,2,3
2020-03-19T20:02:00Z,1,3,UK,5,5,4,4,3,3,2,4,4,2,2,2,5,4,8,5,6,7,3,2,6,5,3,5,5,5,6,5,4,1,2,7,4,2,3,2,5,5,3,1,1,4,6,5,6,6,5,1,5,5,6,2,6,2,4,3,5,2,1,1,1,1,1,1,,6,5,5,7,5,7,2,"1,4,6,9,11",5,3,5,5,6,4,5,5,5,1,5,5,3,6,3,2,1,10,30,,,1,39,4,2,2,4
2020-03-19T20:02:02Z,1,1,UK,5,4,4,4,4,3,4,4,3,2,2,2,4,2,9,2,6,7,1,2,3,4,2,4,2,4,6,5,3,1,7,7,6,1,7,7,7,6,4,2,1,4,4,7,5,7,5,5,4,6,4,6,6,6,4,4,6,2,1,1,1,2,1,1,,5,5,5,,4,5,1,"1,4,5,6,10,11",5,3,5,5,5,5,5,5,5,2,5,8,5,3,2,1,1,40,30,,,1,19,3,2,1,1
2020-03-19T20:02:10Z,1,2,UK,5,5,4,4,3,3,4,5,4,1,2,1,5,4,8,4,5,6,3,2,2,6,2,1,4,2,5,5,4,1,3,7,2,1,6,2,2,4,5,2,1,2,6,2,1,2,2,1,6,2,5,2,2,2,2,1,6,2,1,1,1,1,1,1,,2,2,2,7,6,6,1,"1,2,4,5,6,7,8,9,10,11",2,4,7,5,7,2,6,3,4,1,4,4,5,5,5,1,1,25,,40,20,1,26,5,2,2,4
2020-03-19T20:02:10Z,1,2,UK,3,5,3,4,4,3,3,5,5,2,2,2,5,3,2,1,5,7,1,2,2,6,2,4,4,4,6,4,5,2,4,7,5,4,2,4,5,6,5,2,1,1,3,1,1,1,1,1,7,1,4,1,1,1,1,1,6,2,1,1,1,1,1,1,,4,6,6,6,4,6,1,"1,2,4,5,6,11",4,3,6,5,6,3,4,5,5,3,8,8,6,3,6,2,1,10,25,,,1,31,3,2,2,4
2020-03-19T20:02:11Z,1,2,UK,2,4,4,4,5,1,5,5,5,3,2,4,5,5,8,7,3,7,1,2,1,6,1,1,4,5,4,5,3,2,1,7,4,3,7,7,3,7,5,3,1,4,7,4,4,3,3,4,1,1,7,4,4,2,2,1,4,2,1,1,1,2,1,1,,1,2,4,,1,7,1,"1,2,4,6,7,8,9,10,11",6,4,6,3,6,7,7,7,7,5,5,5,5,4,4,1,1,25,,20,,1,28,3,2,2,4
2020-03-19T20:02:13Z,1,3,UK,4,5,3,3,3,3,3,3,3,2,2,3,3,3,8,4,5,3,1,2,2,5,3,3,4,4,5,4,2,2,4,6,3,2,4,3,5,3,6,4,1,3,4,3,2,3,2,3,3,2,3,2,2,2,2,2,3,1,1,1,1,1,1,1,4,4,3,4,4,4,4,1,"1,2,4,5,6,7,10,11",3,3,4,5,4,3,4,4,4,1,5,6,1,5,7,1,1,54,37,,,1,38,9,2,1,4
2020-03-19T20:02:13Z,1,2,UK,4,4,3,3,3,2,2,4,4,2,1,2,3,3,8,6,6,7,1,2,3,4,2,3,3,3,4,5,4,2,4,7,4,4,7,4,4,6,4,1,1,4,7,4,6,6,4,1,6,4,4,4,4,4,4,1,6,2,1,1,1,1,1,2,,4,3,5,1,5,,2,"1,2,5,11",4,3,4,3,4,3,3,4,3,3,4,4,5,4,4,1,1,20,10,,,1,32,3,2,2,5
2020-03-19T20:02:17Z,2,3,UK,3,5,3,4,3,2,3,4,4,2,2,2,4,3,8,1,7,4,1,2,4,6,2,2,5,5,5,5,5,1,6,7,4,3,6,5,6,4,3,1,1,4,3,1,2,4,1,1,6,4,3,2,4,4,4,4,6,2,2,1,1,1,1,1,,,4,5,6,6,6,1,"1,4,6,7,10",6,2,6,5,6,4,6,5,5,2,2,4,5,3,3,1,1,25,,33,4,1,39,4,2,2,2
2020-03-19T20:02:22Z,1,1,UK,6,4,4,4,4,3,4,5,5,2,3,3,5,3,8,1,5,5,1,2,4,5,4,4,3,4,6,4,2,1,5,6,5,1,1,2,4,2,4,2,1,1,4,2,1,1,1,1,2,1,6,2,1,1,1,1,2,1,1,1,1,1,1,1,7,2,4,6,6,4,7,1,"1,6,10,11",4,5,7,7,7,4,6,6,6,2,4,5,5,5,5,1,1,25,,25,20,2,22,3,2,1,2
2020-03-19T20:02:22Z,1,3,UK,4,4,4,4,2,1,3,5,3,2,1,2,4,4,3,1,1,7,1,2,1,6,1,1,5,6,7,5,5,1,1,7,1,3,7,1,1,1,3,2,1,1,7,1,1,1,1,1,7,1,7,1,1,1,1,1,7,1,1,1,1,1,1,1,6,2,2,6,6,3,7,1,"1,2,4,6",7,1,3,1,7,4,4,4,4,3,3,1,5,3,5,1,1,30,10,,,1,38,4,2,2,5
2020-03-19T20:02:25Z,1,1,UK,4,5,4,4,3,3,3,3,3,3,3,3,3,3,9,3,6,4,1,2,4,5,4,4,5,6,4,4,3,2,5,6,4,4,5,6,5,5,5,1,1,3,5,4,5,4,5,4,5,5,3,4,4,3,3,5,4,1,1,1,1,1,1,1,7,4,3,6,6,5,6,2,"1,2,5,7,10",5,5,5,5,6,5,5,5,6,4,6,5,3,3,3,1,1,50,12,,,1,19,3,2,2,4
2020-03-19T20:02:25Z,2,3,UK,6,5,3,4,3,3,3,5,4,1,3,1,4,4,8,3,6,6,3,2,1,5,2,1,5,5,5,5,4,1,6,6,6,2,5,2,2,5,6,5,4,4,5,2,5,2,4,2,6,6,5,2,6,2,5,2,7,2,1,1,1,2,1,1,,4,5,6,,5,6,1,"1,2,4,5,6,7,8,9,11",6,1,1,1,1,1,5,2,4,1,1,1,2,7,7,1,1,25,,20,,1,35,9,2,2,4
2020-03-19T20:02:26Z,2,2,UK,1,5,3,3,3,3,3,5,4,1,1,1,5,4,8,6,2,1,1,2,4,5,1,4,2,5,5,5,3,2,7,7,6,2,6,6,7,6,6,1,1,4,6,3,4,5,5,2,4,5,6,2,2,2,5,2,5,2,1,1,2,2,1,2,,5,4,,,6,,1,"1,2,3,4,5,6,7,8,9,10,11",1,2,4,5,6,3,3,3,5,6,1,8,3,3,3,2,2,30,25,,,1,25,4,2,1,4
2020-03-19T20:02:27Z,2,1,UK,3,5,4,4,4,2,4,4,5,1,1,1,5,1,8,3,1,2,1,2,5,4,1,6,4,3,4,4,4,1,4,4,4,1,4,5,6,3,6,3,2,1,5,1,1,4,1,1,5,1,6,1,1,1,1,1,6,1,1,2,1,1,1,1,3,1,,3,4,5,7,1,"1,5,6,7",7,1,5,7,7,4,3,4,4,3,5,6,4,3,2,1,1,40,30,,,1,24,4,2,2,2
2020-03-19T20:02:31Z,2,2,UK,6,3,2,3,3,2,3,4,5,3,3,1,5,3,8,1,1,1,1,2,1,4,4,6,1,1,6,5,4,1,7,5,4,1,5,1,5,1,7,7,7,1,5,1,1,1,1,1,7,1,7,5,6,4,1,1,7,2,1,1,2,2,1,1,,6,4,,,7,7,1,"4,5,6,9,10",2,2,5,7,7,2,7,3,7,2,4,8,5,2,7,1,1,40,25,,,1,25,3,2,2,1
